cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,rmse_cc,n_cc,regime,family_tag
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp,1,0.75,27.0844809269524,,26.64328079459847,-3.762220226796654,374,19,1,3,0.8666666666666667,27.120545658497704,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp,1,1.0,26.989935162427713,,26.181827204415654,-2.581963639668434,374,19,1,3,0.8666666666666667,27.025688121420274,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp_cfm,0,0.0,29.461947647028015,,29.461947647028015,-7.302989988181313,374,19,1,3,2.733333333333333,29.501372903659888,373,main,analytic
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp_cfm,0,0.25,30.08394040183383,,30.072276116408688,-8.4095325298559,374,19,1,3,2.733333333333333,30.12349743801244,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp_cfm,0,0.5,30.812682974885988,,30.767804694960034,-9.516075071530489,374,19,1,3,2.733333333333333,30.851688529800285,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp_cfm,0,0.75,31.639835946511266,,31.542897836648752,-10.622617613205078,374,19,1,3,2.733333333333333,31.677682599856684,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ens_cb_mlp_cfm,0,1.0,32.557084727896864,,32.391844426949376,-11.729160154879665,374,19,1,3,2.733333333333333,32.59324302039878,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ftt,0,0.0,29.462,,29.461947647028015,-7.303,374,19,1,3,11.6,29.501372903659888,373,main,analytic
covonly,Canada,alaska,x25,stefan,none,0.0,ftt,0,0.25,30.228333333333335,,30.21956539026356,-8.228333333333333,374,19,1,3,11.6,30.268490430774136,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ftt,0,0.5,31.075,,31.042120423272415,-9.153666666666666,374,19,1,3,11.6,31.116147257269873,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ftt,0,0.75,31.996,,31.92459370369203,-10.079,374,19,1,3,11.6,32.03769698168867,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,ftt,0,1.0,32.985,,32.86215849111276,-11.004333333333333,374,19,1,3,11.6,33.026761288877104,373,main,residual
covonly,Canada,alaska,x25,stefan,none,0.0,mlp,0,0.0,29.462,,29.461947647028015,-7.303,374,19,1,3,1.1500000000000001,29.501372903659888,373,main,analytic
